"ENSEMBL","SYMBOL","GENENAME","ENTREZID","CHR"
"ENSMUSG00000065956","Defa37","defensin, alpha, 37","100041895","8"
"ENSMUSG00000090610","Gm3571","farnesyl diphosphate synthetase pseudogene","100041907","10"
"ENSMUSG00000094499","Vmn2r-ps104","vomeronasal 2, receptor, pseudogene 104","100041915","13"
"ENSMUSG00000083621","Gm14586","predicted gene 14586","100041925","X"
"ENSMUSG00000092175","Gm3584","predicted gene 3584","100041942","7"
"ENSMUSG00000117784","Vmn2r-ps108","vomeronasal 2, receptor, pseudogene 108","100041947","13"
"ENSMUSG00000063206","Defa34","defensin, alpha, 34","100041952","8"
"ENSMUSG00000061104","Sap18b","Sin3-associated polypeptide 18B","100041953","8"
"ENSMUSG00000096904","Lamtor3l","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 llike","100041958","14"
"ENSMUSG00000095360","Gm3594","predicted gene 3594","100041964","14"
"ENSMUSG00000094942","Gm3604","predicted gene 3604","100041979","13"
"ENSMUSG00000096413","Gm3616","vomeronasal 2, receptor 31 pseudogene","100041998","7"
"ENSMUSG00000092563","Gm3617","ribosomal protein L17 pseudogene","100041999","1"
"ENSMUSG00000082635","Gm14750","odorant binding protein I f-like pseudogene","100042001","X"
"ENSMUSG00000107176","Gm9794","predicted pseudogene 9794","100042008","6"
"ENSMUSG00000092308","Gm3623","vomeronasal 2, receptor 31 pseudogene","100042009","7"
"ENSMUSG00000101575","Gm20898","predicted gene, 20898","100042013","Y"
"ENSMUSG00000094590","Gm3629","predicted gene 3629","100042024","14"
"ENSMUSG00000121807","Gm3629","predicted gene 3629","100042024","14"
"ENSMUSG00000096438","Gapdh-ps15","glyceraldehyde-3-phosphate dehydrogenase, pseudogene 15","100042025","Y"
"ENSMUSG00000092611","Vmn2r-ps42","vomeronasal 2, receptor, pseudogene 42","100042039","7"
"ENSMUSG00000095226","Gm10377","predicted gene 10377","100042055","14"
"ENSMUSG00000073067","9130019P16Rik","RIKEN cDNA 9130019P16 gene","100042056","6"
"ENSMUSG00000091937","Gm3646","predicted gene 3646","100042065","1"
"ENSMUSG00000081855","Rpl17-ps5","ribosomal protein L17, pseudogene 5","100042067","5"
"ENSMUSG00000071041","Impdh2-ps","inosine monophosphate dehydrogenase 2, pseudogene","100042069","8"
"ENSMUSG00000097891","Gm3650","predicted gene 3650","100042074","18"
"ENSMUSG00000082428","Gm13742","predicted gene 13742","100042076","2"
"ENSMUSG00000100575","Gm20901","predicted gene, 20901","100042079","Y"
"ENSMUSG00000095152","Gm3657","predicted gene 3657","100042087","X"
"ENSMUSG00000101501","Rps27a-ps1","ribosomal protein S27A, pseudogene 1","100042094","1"
"ENSMUSG00000090691","Gm3667","predicted gene 3667","100042100","14"
"ENSMUSG00000073257","Gm10488","predicted gene 10488","100042109","X"
"ENSMUSG00000099782","Gm20903","predicted gene, 20903","100042110","Y"
"ENSMUSG00000090482","Gm3675","vomeronasal 2, receptor 30 pseudogene","100042113","7"
"ENSMUSG00000111967","Gm3678","predicted gene 3678","100042118","12"
"ENSMUSG00000096311","Gm3681","predicted gene 3681","100042122","X"
"ENSMUSG00000094021","Gm3685","predicted gene 3685","100042129","14"
"ENSMUSG00000072605","Gm10376","predicted gene 10376","100042130","14"
"ENSMUSG00000084898","Gm12371","predicted gene 12371","100042132","4"
"ENSMUSG00000098128","Gm3693","predicted gene 3693","100042143","12"
"ENSMUSG00000073255","Gm14632","predicted gene 14632","100042144","X"
"ENSMUSG00000083580","Rpsa-ps3","ribosomal protein SA, pseudogene 3","100042146","11"
"ENSMUSG00000067224","Gm3695","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100042148","12"
"ENSMUSG00000092167","Gm3696","predicted gene 3696","100042149","14"
"ENSMUSG00000060275","Nrg2","neuregulin 2","100042150","18"
"ENSMUSG00000101381","Btbd35f16","BTB domain containing 35, family member 16","100042159","X"
"ENSMUSG00000097392","Thoc2l","THO complex subunit 2-like","100042165","5"
"ENSMUSG00000078218","Btbd35f3","BTB domain containing 35, family member 3","100042168","X"
"ENSMUSG00000101181","Vmn2r-ps149","vomeronasal 2, receptor, pseudogene 149","100042172","Y"
"ENSMUSG00000095546","Gm10230","predicted gene 10230","100042175","X"
"ENSMUSG00000085069","Prdm16os","Prdm16 opposite strand transcript","100042178","4"
"ENSMUSG00000045886","Pam16l","presequence translocase associated motor 16 like","100042179","10"
"ENSMUSG00000060198","Gm11353","ribosomal protein S8 pseudogene","100042180","13"
"ENSMUSG00000095015","Gm16434","predicted gene 16434","100042182","14"
"ENSMUSG00000086555","Gm13446","predicted gene 13446","100042194","2"
"ENSMUSG00000105402","Gm3716","predicted gene 3716","100042198","5"
"ENSMUSG00000099856","Gm20906","predicted gene, 20906","100042201","Y"
"ENSMUSG00000118150","Gm3728","predicted gene 3728","100042218","19"
"ENSMUSG00000095658","Vmn2r130","vomeronasal 2, receptor 130","100042225","17"
"ENSMUSG00000091472","Gm3739","predicted gene 3739","100042235","14"
"ENSMUSG00000113206","Gm3742","GLE1 RNA export mediator pseudogene","100042239","12"
"ENSMUSG00000116388","Gm3749","zinc finger, BED domain containing 4 pseudogene","100042251","16"
"ENSMUSG00000078213","Btbd35f4","BTB domain containing 35, family member 4","100042254","X"
"ENSMUSG00000091639","Gm3756","tubulin, alpha 1B pseudogene","100042266","9"
"ENSMUSG00000101830","Gm20907","predicted gene, 20907","100042268","Y"
"ENSMUSG00000094860","Btbd35f27","BTB domain containing 35, family member 27","100042275","X"
"ENSMUSG00000097156","Gm3764","predicted gene 3764","100042277","3"
"ENSMUSG00000086261","Gm3765","PWP1 homolog pseudogene","100042278","7"
"ENSMUSG00000101766","Gm20908","predicted gene, 20908","100042279","Y"
"ENSMUSG00000113074","Gm3772","predicted gene 3772","100042291","13"
"ENSMUSG00000109889","Gm3774","predicted gene 3774","100042293","7"
"ENSMUSG00000111709","Gsta13","glutathione S-transferase alpha 13","100042295","9"
"ENSMUSG00000063277","Gm10128","alpha-takusan pseudogene","100042312","14"
"ENSMUSG00000106829","Gm3786","predicted gene 3786","100042313","5"
"ENSMUSG00000074179","Gsta5","glutathione S-transferase alpha 5","100042314","9"
"ENSMUSG00000113423","Gm3791","endothelin converting enzyme 2 pseudogene","100042325","12"
"ENSMUSG00000075389","Reno1","regulator of early neurogenesis 1","100042332","11"
"ENSMUSG00000067058","Rps15a-ps5","ribosomal protein S15A, pseudogene 5","100042335","5"
"ENSMUSG00000103023","Gm20910","predicted gene, 20910","100042337","Y"
"ENSMUSG00000093903","Gm20910","predicted gene, 20910","100042337","Y"
"ENSMUSG00000095528","Gm10375","predicted gene 10375","100042342","14"
"ENSMUSG00000114194","Gm3800","ribosomal protein L17 pseudogene","100042347","13"
"ENSMUSG00000094708","Gm10359","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100042349","5"
"ENSMUSG00000076759","Trav2","T cell receptor alpha variable 2","100042372","14"
"ENSMUSG00000097935","Gm3809","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100042375","1"
"ENSMUSG00000106382","Trav4-1","T cell receptor alpha variable 4-1","100042384","14"
"ENSMUSG00000110307","Gm3816","predicted gene 3816","100042386","7"
"ENSMUSG00000113061","Rps18-ps5","ribosomal protein S18, pseudogene 5","100042388","13"
"ENSMUSG00000113118","Gm3829","high mobility group box 3 pseudogene","100042404","13"
"ENSMUSG00000070713","Hmgn2-ps","high mobility group nucleosomal binding domain 2, pseudogene","100042405","8"
"ENSMUSG00000105533","Trav7d-2","T cell receptor alpha variable 7D-2","100042410","14"
"ENSMUSG00000121680","Mnd1-ps","Mnd1 retrotransposed pseudogene","100042415","14"
"ENSMUSG00000094746","Gm20916","predicted gene, 20916","100042417","Y"
"ENSMUSG00000096746","Trav7d-3","T cell receptor alpha variable 7D-3","100042419","14"
"ENSMUSG00000110049","Gm3836","metadherin pseudogene","100042423","7"
"ENSMUSG00000095867","Gm20917","predicted gene, 20917","100042428","Y"
"ENSMUSG00000096735","Vmn1r79","vomeronasal 1 receptor 79","100042437","7"
"ENSMUSG00000094176","Trav6d-6","T cell receptor alpha variable 6D-6","100042444","14"
"ENSMUSG00000092476","Vmn1r-ps65","vomeronasal 1 receptor, pseudogene 65","100042446","7"
"ENSMUSG00000093924","Gm12623","poly A binding protein, cytoplasmic 4 pseudogene","100042448","11"
"ENSMUSG00000093536","Smim17","small integral membrane protein 17","100042450","7"
"ENSMUSG00000118638","Gm3858","predicted gene 3858","100042465","X"
"ENSMUSG00000084146","Gm12104","PDZ and LIM domain protein 1 pseudogene","100042469","11"
"ENSMUSG00000106533","Trav3d-2","T cell receptor alpha variable 3D-2","100042470","14"
"ENSMUSG00000116136","Gm3861","predicted gene 3861","100042471","15"
"ENSMUSG00000101022","Gm20921","predicted gene, 20921","100042475","Y"
"ENSMUSG00000093939","Trav4d-3","T cell receptor alpha variable 4D-3","100042479","14"
"ENSMUSG00000079481","Nhsl2","NHS like 2","100042480","X"
"ENSMUSG00000097203","4732419C18Rik","RIKEN cDNA 4732419C18 gene","100042484","8"
"ENSMUSG00000095675","Ccl21b","C-C motif chemokine ligand 21B (leucine)","100042493","4"
"ENSMUSG00000085148","Mir22hg","Mir22 host gene (non-protein coding)","100042498","11"
"ENSMUSG00000091045","Vmn2r55","vomeronasal 2, receptor 55","100042499","7"
"ENSMUSG00000120425","Ndufb4b","NADH:ubiquinone oxidoreductase subunit B4B","100042503","19"
"ENSMUSG00000074445","Sprr2a3","small proline-rich protein 2A3","100042514","3"
"ENSMUSG00000114556","Gm3895","predicted gene 3895","100042543","14"
"ENSMUSG00000073876","Il11ra3","interleukin 11 receptor subunit alpha 3","100042555","4"
"ENSMUSG00000106259","Trav11n","T cell receptor alpha variable 11N","100042560","14"
"ENSMUSG00000104127","Gm20928","predicted gene, 20928","100042565","Y"
"ENSMUSG00000104629","Trav13n-1","T cell receptor alpha variable 13N-1","100042568","14"
"ENSMUSG00000105070","Trav3n-2","T cell receptor alpha variable 3N-2","100042574","14"
"ENSMUSG00000100045","Gm20929","predicted gene, 20929","100042578","Y"
"ENSMUSG00000095572","Trav4n-3","T cell receptor alpha variable 4N-3","100042579","14"
"ENSMUSG00000117544","Rpsa-ps6","ribosomal protein SA, pseudogene 6","100042580","17"
"ENSMUSG00000121759","Gm16523","mitochondrial ribosomal protein L40 pseudogene","100042584","2"
"ENSMUSG00000096373","Vmn2r31","vomeronasal 2, receptor 31","100042591","7"
"ENSMUSG00000094779","Trav13n-2","T cell receptor alpha variable 13N-2","100042593","14"
"ENSMUSG00000094570","Gm20931","predicted gene, 20931","100042594","Y"
"ENSMUSG00000104529","Rbakdn","RB-associated KRAB zinc finger downstream neighbor (non-protein coding)","100042605","5"
"ENSMUSG00000113929","Gm3926","splicing factor 3a, subunit 2 pseudogene","100042606","13"
"ENSMUSG00000093969","Trav4n-4","T cell receptor alpha variable 4N-4","100042607","14"
"ENSMUSG00000084341","Gm3928","tubulin, alpha 4A pseudogene","100042610","X"
"ENSMUSG00000096168","Trav5n-4","T cell receptor alpha variable 5N-4","100042614","14"
"ENSMUSG00000078291","Gm3940","ribosomal protein L23A pseudogene","100042634","1"
"ENSMUSG00000070841","Vmn2r34","vomeronasal 2, receptor 34","100042636","7"
"ENSMUSG00000105667","Gm3945","eukaryotic translation initiation factor 4H pseudogene","100042642","14"
"ENSMUSG00000117513","Gm3946","eukaryotic translation initiation factor 4A1 pseudogene","100042643","17"
"ENSMUSG00000095159","Tubb4b-ps1","tubulin, beta 4B class IVB, pseudogene 1","100042651","5"
"ENSMUSG00000091651","Vmn2r36","vomeronasal 2, receptor 36","100042653","7"
"ENSMUSG00000111326","Gm3953","NSA2 ribosome biogenesis homolog pseudogene","100042660","9"
"ENSMUSG00000083510","Gm13478","ribosomal protein L28 pseudogene","100042661","2"
"ENSMUSG00000095110","1700003E24Rik","RIKEN cDNA 1700003E24 gene","100042663","X"
"ENSMUSG00000099434","Gm20934","predicted gene, 20934","100042669","Y"
"ENSMUSG00000058603","Rpl28-ps1","ribosomal protein L28, pseudogene 1","100042670","1"
"ENSMUSG00000090727","Gm3956","vomeronasal 2, receptor 37 pseudogene","100042673","7"
"ENSMUSG00000093567","Obox4-ps8","oocyte specific homeobox 4, pseudogene 8","100042677","7"
"ENSMUSG00000091163","Gm3962","vomeronasal 2, receptor 31 pseudogene","100042681","7"
"ENSMUSG00000114383","Gm3963","predicted gene 3963","100042683","13"
"ENSMUSG00000093707","Obox4-ps9","oocyte specific homeobox 4, pseudogene 9","100042685","7"
"ENSMUSG00000094416","Obox4-ps11","oocyte specific homeobox 4, pseudogene 11","100042691","7"
"ENSMUSG00000090968","Gm3978","vomeronasal 2, receptor 31 pseudogene","100042703","7"
"ENSMUSG00000079070","Gm3985","predicted gene 3985","100042715","8"
"ENSMUSG00000093961","Obox4-ps17","oocyte specific homeobox 4, pseudogene 17","100042721","7"
"ENSMUSG00000094967","Obox4-ps18","oocyte specific homeobox 4, pseudogene 18","100042728","7"
"ENSMUSG00000093940","Obox4-ps19","oocyte specific homeobox 4, pseudogene 19","100042731","7"
"ENSMUSG00000096797","Obox4-ps20","oocyte specific homeobox 4, pseudogene 20","100042735","7"
"ENSMUSG00000095922","Obox4-ps21","oocyte specific homeobox 4, pseudogene 21","100042739","7"
"ENSMUSG00000094243","Obox4-ps22","oocyte specific homeobox 4, pseudogene 22","100042742","7"
"ENSMUSG00000078965","Gm12033","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100042746","11"
"ENSMUSG00000095274","Obox4-ps27","oocyte specific homeobox 4, pseudogene 27","100042753","7"
"ENSMUSG00000092561","Gm4011","vomeronasal 2, receptor 28 pseudogene","100042754","7"
"ENSMUSG00000093913","Obox4-ps28","oocyte specific homeobox 4, pseudogene 28","100042756","7"
"ENSMUSG00000117662","Gm4013","predicted gene 4013","100042757","18"
"ENSMUSG00000093397","Obox4-ps29","oocyte specific homeobox 4, pseudogene 29","100042758","7"
"ENSMUSG00000095251","Tdpoz7","Td and POZ domain containing 7","100042761","3"
"ENSMUSG00000093513","Obox4-ps31","oocyte specific homeobox 4, pseudogene 31","100042765","7"
"ENSMUSG00000056849","Gm16415","ribosomal protein L21 pseudogene","100042767","18"
"ENSMUSG00000093420","Obox4-ps33","oocyte specific homeobox 4, pseudogene 33","100042771","7"
"ENSMUSG00000092019","Eif1ad6","eukaryotic translation initiation factor 1A domain containing 6","100042776","12"
"ENSMUSG00000063412","Erhrt-ps","ERH mRNA splicing and mitosis factor retrotransposed, pseudogene","100042777","8"
"ENSMUSG00000090864","Vmn2r40","vomeronasal 2, receptor 40","100042781","7"
"ENSMUSG00000078206","Fthl17d","ferritin, heavy polypeptide-like 17, member D","100042782","X"
"ENSMUSG00000075028","Prdm11","PR domain containing 11","100042784","2"
"ENSMUSG00000105298","Cldn25","claudin 25","100042785","9"
"ENSMUSG00000113489","Ubl5b","ubiquitin-like 5B","100042786","12"
"ENSMUSG00000057657","Rps18-ps3","ribosomal protein S18, pseudogene 3","100042791","8"
"ENSMUSG00000099842","Gm4034","predicted gene 4034","100042792","1"
"ENSMUSG00000081355","Gm15264","tuftelin 1 pseudogene","100042801","3"
"ENSMUSG00000114828","AI463229","expressed sequence AI463229","100042802","13"
"ENSMUSG00000111589","Gm4042","phosphoglycerate mutase muscle-specific subunit pseudogene","100042806","9"
"ENSMUSG00000043424","Eif3j2","eukaryotic translation initiation factor 3, subunit J2","100042807","18"
"ENSMUSG00000090662","Vmn2r45","vomeronasal 2, receptor 45","100042810","7"
"ENSMUSG00000121644","Rps26-ps1","ribosomal protein S26, pseudogene 1","100042812","8"
"ENSMUSG00000073652","Apol7d","apolipoprotein L 7d","100042814","1"
"ENSMUSG00000062456","Rpl9-ps6","ribosomal protein L9, pseudogene 6","100042823","19"
"ENSMUSG00000113594","Gm4052","predicted gene 4052","100042828","13"
"ENSMUSG00000094989","Rpl9-ps4","ribosomal protein L9, pseudogene 4","100042832","13"
"ENSMUSG00000113858","Gm4057","predicted gene 4057","100042836","13"
"ENSMUSG00000095573","H2al2b","H2A histone family member L2B","100042840","Y"
"ENSMUSG00000114338","Gm4059","ribosomal protein L13A-like pseudogene","100042841","13"
"ENSMUSG00000084081","Gm12057","methionine aminopeptidase 2 pseudogene","100042846","11"
"ENSMUSG00000090892","Vmn2r41","vomeronasal 2, receptor 41","100042848","7"
"ENSMUSG00000102053","Rbmyf1","RNA binding motif protein Y-linked family member 1","100042849","Y"
"ENSMUSG00000112198","Gm4065","predicted gene 4065","100042850","10"
"ENSMUSG00000069385","Gm10267","predicted gene 10267","100042855","18"
"ENSMUSG00000078606","Gvin2","GTPase, very large interferon inducible, family member 2","100042856","7"
"ENSMUSG00000066407","Gm10263","40S ribosomal protein S28 pseudogene","100042864","13"
"ENSMUSG00000108921","Gm4083","predicted gene 4083","100042871","7"
"ENSMUSG00000095852","Rbmyf2","RNA binding motif protein Y-linked family member 2","100042874","Y"
"ENSMUSG00000081895","Rpl17-ps10","ribosomal protein L17, pseudogene 10","100042880","7"
"ENSMUSG00000091987","Rbmyf3","RNA binding motif protein Y-linked family member 3","100042881","Y"
"ENSMUSG00000080727","C920021L13Rik","RIKEN cDNA C920021L13 gene","100042889","3"
"ENSMUSG00000096294","Vmn2r47","vomeronasal 2, receptor 47","100042891","7"
"ENSMUSG00000090352","Vmn2r46","vomeronasal 2, receptor 46","100042894","7"
"ENSMUSG00000058685","Vmn2r51","vomeronasal 2, receptor 51","100042921","7"
"ENSMUSG00000100626","H2al1a","H2A histone family member L1A","100042922","X"
"ENSMUSG00000116521","Gm4111","COX11 homolog, cytochrome c oxidase assembly protein pseudogene","100042925","16"
"ENSMUSG00000086862","Gm13546","predicted gene 13546","100042926","2"
"ENSMUSG00000101819","H2al1b","H2A histone family member L1B","100042927","X"
"ENSMUSG00000096097","H2al1c","H2A histone family member L1C","100042929","X"
"ENSMUSG00000094904","H2al1d","H2A histone family member L1D","100042931","X"
"ENSMUSG00000116007","Gm4116","predicted gene 4116","100042937","16"
"ENSMUSG00000095655","H2al1f","H2A histone family member L1F","100042939","X"
"ENSMUSG00000095662","H2al1g","H2A histone family member L1G","100042943","X"
"ENSMUSG00000099443","H2al1h","H2A histone family member L1H","100042944","X"
"ENSMUSG00000095445","H2al1i","H2A histone family member L1I","100042946","X"
"ENSMUSG00000121849","Gm15760","mitochondrial ribosomal protein S18B pseudogene","100042948","16"
"ENSMUSG00000117495","Nfilz","NFIL3 like basic leucine zipper","100042953","17"
"ENSMUSG00000112294","Gm4129","predicted gene 4129","100042958","10"
"ENSMUSG00000100486","Gm4131","predicted gene 4131","100042960","14"
"ENSMUSG00000095745","Vmn1r243","vomeronasal 1 receptor 243","100042964","7"
"ENSMUSG00000094545","Vmn1r101","vomeronasal 1 receptor 101","100042968","7"
"ENSMUSG00000094762","Gm10670","predicted gene 10670","100042971","7"
"ENSMUSG00000095837","Vmn1r246","vomeronasal 1 receptor 246","100042976","7"
"ENSMUSG00000118113","Gm4146","predicted gene 4146","100042982","18"
"ENSMUSG00000094085","Vmn1r114","vomeronasal 1 receptor 114","100042996","7"
"ENSMUSG00000110348","Gm4157","predicted gene 4157","100042997","7"
"ENSMUSG00000084349","Rpl3-ps1","ribosomal protein L3, pseudogene 1","100043000","X"
"ENSMUSG00000080885","Rpl10-ps6","ribosomal protein L10, pseudogene 6","100043010","19"
"ENSMUSG00000096813","Vmn1r126","vomeronasal 1 receptor 126","100043013","7"
"ENSMUSG00000093941","Vmn1r131","vomeronasal 1 receptor 131","100043016","7"
"ENSMUSG00000096513","Vmn1r247","vomeronasal 1 receptor 247","100043019","7"
"ENSMUSG00000042165","Adrm1b","adhesion regulating molecule 1B","100043022","3"
"ENSMUSG00000092200","Tnxa","tenascin XA (pseudogene)","100043024","17"
"ENSMUSG00000096760","Vmn1r248","vomeronasal 1 receptor 248","100043025","7"
"ENSMUSG00000112363","Gm4178","coenzyme Q4 homolog pseudogene","100043028","10"
"ENSMUSG00000095163","Vmn1r138","vomeronasal 1 receptor 138","100043029","7"
"ENSMUSG00000096304","Gm16451","predicted pseudogene 16451","100043033","7"
"ENSMUSG00000067919","Rex2","reduced expression 2","100043034","4"
"ENSMUSG00000096348","Vmn1r250","vomeronasal 1 receptor 250","100043037","7"
"ENSMUSG00000071456","1110002L01Rik","RIKEN cDNA 1110002L01 gene","100043040","12"
"ENSMUSG00000109969","Zscan4-ps3","zinc finger and SCAN domain containing 4, pseudogene 3","100043042","7"
"ENSMUSG00000093871","Vmn1r253","vomeronasal 1 receptor 253","100043043","7"
"ENSMUSG00000095816","Vmn1r-ps70","vomeronasal 1 receptor, pseudogene 70","100043048","7"
"ENSMUSG00000094542","Vmn1r149","vomeronasal 1 receptor 149","100043051","7"
"ENSMUSG00000091972","Tmem207","transmembrane protein 207","100043057","16"
"ENSMUSG00000096871","Gm10665","predicted gene 10665","100043058","7"
"ENSMUSG00000095984","Vmn1r256","vomeronasal 1 receptor 256","100043061","7"
"ENSMUSG00000079139","Gm4204","nucleosome assembly protein 1-like 1 pseudogene","100043064","1"
"ENSMUSG00000121864","6030469F06Rik","RIKEN cDNA 6030469F06 gene","100043065","12"
"ENSMUSG00000094700","Vmn1r158","vomeronasal 1 receptor 158","100043067","7"
"ENSMUSG00000097146","Gm4211","predicted gene 4211","100043074","13"
"ENSMUSG00000092297","Vmn1r258","vomeronasal 1 receptor 258","100043079","7"
"ENSMUSG00000081263","Gm14859","predicted gene 14859","100043080","X"
"ENSMUSG00000094532","Vmn1r259","vomeronasal 1 receptor 259","100043083","7"
"ENSMUSG00000097954","Gm4217","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043084","15"
"ENSMUSG00000096073","Vmn1r166","vomeronasal 1 receptor 166","100043088","7"
"ENSMUSG00000096948","Gm4221","predicted gene 4221","100043089","18"
"ENSMUSG00000110042","Gm4224","predicted gene 4224","100043092","7"
"ENSMUSG00000092496","Vmn1r-ps84","vomeronasal 1 receptor, pseudogene 84","100043095","7"
"ENSMUSG00000118141","Gm4230","predicted gene 4230","100043099","18"
"ENSMUSG00000074291","Vmn1r168","vomeronasal 1 receptor 168","100043101","7"
"ENSMUSG00000097184","4632428C04Rik","RIKEN cDNA 4632428C04 gene","100043102","16"
"ENSMUSG00000094602","Vmn1r169","vomeronasal 1 receptor 169","100043103","7"
"ENSMUSG00000092008","Cyp2c69","cytochrome P450, family 2, subfamily c, polypeptide 69","100043108","19"
"ENSMUSG00000115025","Gm4240","ribosomal protein L17 pseudogene","100043115","14"
"ENSMUSG00000117740","Gm4242","predicted gene 4242","100043120","19"
"ENSMUSG00000121793","Gm10175","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9) pseudogene","100043121","7"
"ENSMUSG00000069609","Cd300ld4","CD300 molecule like family member D4","100043123","11"
"ENSMUSG00000089722","Cd300ld5","CD300 molecule like family member D5","100043125","11"
"ENSMUSG00000115139","Gm4251","predicted gene 4251","100043132","14"
"ENSMUSG00000062944","Zfp696","zinc finger protein 696","100043133","7"
"ENSMUSG00000092502","Gm4252","predicted gene 4252","100043134","17"
"ENSMUSG00000092508","H2-M10.5-ps1","histocompatibility 2, M region locus 10.5, pseudogene 1","100043140","17"
"ENSMUSG00000084416","Rpl10a-ps1","ribosomal protein L10A, pseudogene 1","100043141","1"
"ENSMUSG00000113520","Gm4257","phosphatidylethanolamine binding protein 2 pseudogene","100043142","12"
"ENSMUSG00000108785","Gm4259","ribosomal protein L7A pseudogene","100043144","7"
"ENSMUSG00000113761","Gm4263","PR domain containing 14 pseudogene","100043148","12"
"ENSMUSG00000108504","Gm4265","predicted gene 4265","100043150","7"
"ENSMUSG00000109707","Gm4270","predicted gene 4270","100043156","7"
"ENSMUSG00000115019","Gm4278","predicted gene 4278","100043169","14"
"ENSMUSG00000095689","Trav12d-1","T cell receptor alpha variable 12D-1","100043177","14"
"ENSMUSG00000101818","Gm28269","predicted gene 28269","100043180","X"
"ENSMUSG00000074424","Spopfm2","speckle-type BTB/POZ protein family member 2","100043188","3"
"ENSMUSG00000092552","Gm4287","RAD23b homolog pseudogene","100043191","6"
"ENSMUSG00000094191","Rpl31-ps14","ribosomal protein L31, pseudogene 14","100043192","1"
"ENSMUSG00000070811","Sult2a2","sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 2","100043194","7"
"ENSMUSG00000096129","Trav12d-2","T cell receptor alpha variable 12D-2","100043197","14"
"ENSMUSG00000108637","Gm4290","apoptosis inhibitor 5 pseudogene","100043199","7"
"ENSMUSG00000094295","Or10u4","olfactory receptor family 10 subfamily U member 4","100043200","10"
"ENSMUSG00000115303","Gm4291","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043201","14"
"ENSMUSG00000093953","Trav3d-3","T cell receptor alpha variable 3D-3","100043202","14"
"ENSMUSG00000096827","Trav14n-1","T cell receptor alpha variable 14N-1","100043204","14"
"ENSMUSG00000096770","Amy2a1","amylase 2a1","100043207","3"
"ENSMUSG00000093931","Amy2a1","amylase 2a1","100043207","3"
"ENSMUSG00000096569","Amy2a1","amylase 2a1","100043207","3"
"ENSMUSG00000078377","Gm4294","ribosomal protein L15 pseudogene","100043209","12"
"ENSMUSG00000087620","5330434G04Rik","RIKEN cDNA 5330434G04 gene","100043213","X"
"ENSMUSG00000095560","Trav14d-2","T cell receptor alpha variable 14D-2","100043214","14"
"ENSMUSG00000081218","Gm4297","predicted gene 4297","100043216","X"
"ENSMUSG00000096055","Trav12n-1","T cell receptor alpha variable 12N-1","100043218","14"
"ENSMUSG00000082997","Gm13975","ribosomal protein L7A pseudogene","100043219","2"
"ENSMUSG00000094314","Alyreffm4","Aly/REF export factor family member 4","100043224","10"
"ENSMUSG00000091101","Alyreffm5","Aly/REF export factor family member 5","100043227","10"
"ENSMUSG00000121480","Gm10046","predicted gene 10046","100043229","7"
"ENSMUSG00000112931","Alyreffm6","Aly/REF export factor family member 6","100043231","10"
"ENSMUSG00000085582","3110099E03Rik","RIKEN cDNA 3110099E03 gene","100043232","2"
"ENSMUSG00000112856","Alyreffm7","Aly/REF export factor family member 7","100043235","10"
"ENSMUSG00000096744","Alyreffm8","Aly/REF export factor family member 8","100043239","10"
"ENSMUSG00000096640","Alyreffm9","Aly/REF export factor family member 9","100043247","10"
"ENSMUSG00000073804","Nps","neuropeptide S","100043254","7"
"ENSMUSG00000096681","Rps19-ps1","ribosomal protein S19, pseudogene 1","100043269","14"
"ENSMUSG00000096531","Trav12n-2","T cell receptor alpha variable 12N-2","100043270","14"
"ENSMUSG00000074918","Inafm2","InaF motif containing 2","100043272","2"
"ENSMUSG00000096541","Trav9n-3","T cell receptor alpha variable 9N-3","100043274","14"
"ENSMUSG00000106037","Gm4332","ribosomal protein S20 pseudogene","100043278","3"
"ENSMUSG00000094877","Trav3n-3","T cell receptor alpha variable 3N-3","100043282","14"
"ENSMUSG00000097989","Gm4335","glyceraldehyde-3-phosphate dehydrogenase pseudogene","100043283","15"
"ENSMUSG00000090854","Alyreffm10","Aly/REF export factor family member 10","100043292","10"
"ENSMUSG00000086583","Gm15500","ribosomal protein L5 pseudogene","100043295","7"
"ENSMUSG00000083911","Gm4342","predicted gene 4342","100043296","8"
"ENSMUSG00000113368","Gm10054","predicted gene 10054","100043299","12"
"ENSMUSG00000096345","Esp16","exocrine gland secreted peptide 16","100043300","17"
"ENSMUSG00000115089","Gm4350","oogenesin 3 pseudogene","100043306","14"
"ENSMUSG00000076824","Trav14n-3","T cell receptor alpha variable 14N-3","100043308","14"
"ENSMUSG00000086943","4732414G09Rik","RIKEN cDNA 4732414G09 gene","100043309","11"
"ENSMUSG00000083822","Hmgb1-ps5","high mobility group box 1, pseudogene 5","100043312","3"
